Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Passed
S33278,16.00,57.40,48.60,Yes
S33279,14.60,,69.70,Yes
S33280,13.90,58.90,56.10,Yes
S33281,21.50,95.80,75.20,Yes
S33282,15.40,63.70,79.90,Yes
S33283,5.80,79.90,75.00,Yes
S33284,11.20,75.20,72.90,No
S33285,8.70,71.70,31.70,Yes
S33286,20.30,71.10,57.50,No
S33287,16.30,79.90,78.40,nan
S33288,20.20,102.50,92.10,No
S33289,6.20,52.40,78.20,No
S33290,15.50,39.60,73.70,Yes
S33291,3.20,58.40,66.40,Yes
S33292,2.00,77.60,58.30,Yes
S33293,8.00,69.10,87.70,No
S33294,17.60,105.80,72.90,nan
S33295,5.00,103.40,62.00,No
S33296,,65.90,69.50,Yes
S33297,15.90,105.90,,No
S33298,14.20,83.40,71.30,No
S33299,21.10,60.40,76.30,No
S33300,10.00,72.60,46.90,No
S33301,7.80,,47.10,Yes
S33302,4.50,60.30,82.90,No
S33303,8.20,62.30,53.90,No
S33304,4.50,84.00,61.70,No
S33305,1.00,67.00,71.10,Yes
S33306,19.80,69.30,65.30,Yes
S33307,10.20,70.90,67.20,No
S33308,23.00,71.60,56.20,No
S33309,5.80,93.40,90.20,No
S33310,7.90,58.50,75.60,No
S33311,6.10,79.60,65.60,No
S33312,6.80,44.70,,No
S33313,14.40,64.60,55.70,Yes
S33314,12.80,48.90,72.60,Yes
S33315,14.40,,67.90,Yes
S33316,16.70,77.70,70.70,Yes
S33317,15.50,66.50,69.50,Yes
S33318,5.00,40.30,106.50,Yes
S33319,7.40,48.20,70.80,No
S33320,10.60,92.00,72.00,No
S33321,28.60,82.10,52.10,No
S33322,13.90,46.20,58.70,Yes
S33323,10.50,,72.50,Yes
S33324,13.40,112.00,60.70,Yes
S33325,7.00,102.10,74.90,No
S33326,11.30,80.90,62.30,No
S33327,14.80,,55.30,No
S33328,9.90,71.60,39.90,Yes
S33329,6.20,49.90,84.60,No
S33330,9.60,92.20,200.00,Yes
S33331,8.40,71.10,61.70,Yes
S33332,3.20,89.60,,No
S33333,,66.90,56.10,No
S33334,3.00,82.30,89.80,Yes
S33335,3.80,65.40,71.50,No
S33336,4.30,76.40,83.00,Yes
S33337,14.80,90.90,78.90,No
S33338,17.40,64.30,76.90,Yes
S33339,2.30,115.40,57.90,No
S33340,17.90,63.40,49.10,Yes
S33341,4.40,77.70,79.60,Yes
S33342,13.70,102.60,41.80,No
S33343,11.30,104.00,45.70,No
S33344,,84.30,61.30,Yes
S33345,4.20,80.40,61.00,No
S33346,0.90,76.40,46.60,Yes
S33347,6.00,102.10,62.20,No
S33348,12.10,,63.40,No
S33349,19.80,96.80,59.40,No
S33350,4.90,107.70,67.70,Yes
S33351,9.50,84.20,30.00,Yes
S33352,6.30,66.90,78.20,Yes
S33353,9.90,82.00,91.60,No
S33354,,76.10,62.30,No
S33355,17.50,71.20,66.20,Yes
S33356,10.10,66.90,60.40,Yes
S33357,14.60,,72.60,No
S33358,8.80,87.80,77.60,No
S33359,11.00,61.10,47.90,Yes
S33360,15.60,81.30,57.80,Yes
S33361,10.70,107.50,51.70,Yes
S33362,10.80,60.10,85.70,Yes
S33363,6.00,102.40,64.90,No
S33364,7.30,57.50,60.50,No
S33365,4.90,82.20,74.80,No
S33366,6.30,39.40,59.30,Yes
S33367,16.30,87.80,55.40,Yes
S33368,19.00,70.60,41.40,No
S33369,3.80,40.10,84.10,No
S33370,12.00,65.60,71.00,No
S33371,8.40,110.30,58.10,Yes
S33372,17.00,86.40,99.30,No
S33373,10.70,77.30,73.80,Yes
S33374,10.00,85.60,54.10,No
S33375,6.30,95.20,93.70,No
S33376,2.30,105.50,62.60,No
S33377,13.80,69.20,59.70,Yes
S33378,11.80,86.90,64.40,No
S33379,11.90,84.50,,No
S33380,7.00,77.10,59.00,Yes
S33381,9.30,71.30,92.10,No
S33382,14.00,107.10,61.30,Yes
S33383,14.90,80.30,59.30,Yes
S33384,4.10,50.70,48.50,nan
S33385,6.80,16.90,66.80,Yes
S33386,3.10,,35.10,No
S33387,11.00,66.40,49.70,Yes
S33388,14.40,72.00,70.30,No
S33389,8.60,83.20,67.30,No
S33390,6.70,124.20,69.20,Yes
S33391,8.30,102.10,63.70,Yes
S33392,21.50,70.50,54.30,Yes
S33393,16.00,89.60,18.60,Yes
S33394,13.70,63.00,65.70,No
S33395,11.60,90.50,37.00,No
S33396,9.90,58.50,46.70,Yes
S33397,5.50,78.70,70.30,Yes
S33398,4.70,79.30,71.50,nan
S33399,,54.00,73.30,nan
S33400,5.20,63.20,55.80,No
S33401,7.00,31.50,60.50,Yes
S33402,9.50,67.40,66.80,No
S33403,9.90,97.30,66.40,Yes
S33404,6.90,115.00,65.10,No
S33405,12.50,104.80,49.80,Yes
S33406,9.10,67.30,56.20,Yes
S33407,11.10,74.90,70.50,No
S33408,6.30,73.60,74.80,nan
S33409,13.50,70.80,68.50,No
S33410,7.30,94.50,68.60,Yes
S33411,18.00,64.00,95.60,Yes
S33412,8.90,104.00,85.70,Yes
S33413,9.50,77.80,58.30,No
S33414,,51.70,94.00,Yes
S33415,14.10,73.10,77.90,Yes
S33416,14.60,84.60,90.20,Yes
S33417,18.90,94.50,,Yes
S33418,13.30,90.10,54.50,No
S33419,9.70,68.70,74.40,Yes
S33420,7.40,64.60,58.70,Yes
S33421,9.30,109.60,77.40,Yes
S33422,17.40,75.50,42.80,Yes
S33423,3.10,52.30,70.60,No
S33424,5.90,63.30,70.90,Yes
S33425,8.90,35.80,81.90,No
S33426,5.80,42.40,79.40,Yes
S33427,8.00,64.40,58.90,No
S33428,19.00,59.10,56.80,Yes
S33429,8.50,61.30,55.30,Yes
S33430,12.10,90.40,61.10,Yes
S33431,1.70,92.50,,Yes
S33432,4.50,51.70,79.50,Yes
S33433,14.70,112.80,36.30,Yes
S33434,18.30,77.00,42.90,No
S33435,11.10,75.20,43.90,No
S33436,,59.20,63.20,No
S33437,12.50,69.00,73.80,No
S33438,-3.00,115.60,70.30,Yes
S33439,11.10,53.40,50.50,Yes
S33440,4.80,80.30,79.10,No
S33441,14.00,,81.90,Yes
S33442,-1.00,38.80,76.40,No
S33443,6.90,44.30,58.00,Yes
S33444,9.80,87.20,64.80,No
S33445,6.20,40.50,80.10,Yes
S33446,8.10,50.30,64.40,No
S33447,14.50,91.40,67.10,No
S33448,,89.00,70.80,Yes
S33449,5.30,76.20,62.20,Yes
S33450,14.70,51.40,57.70,Yes
S33451,11.30,51.40,71.30,Yes
S33452,,48.50,,Yes
S33453,5.50,72.30,46.30,nan
S33454,-2.70,87.80,64.50,Yes
S33455,5.50,66.50,51.40,No
S33456,5.00,92.70,64.50,No
S33457,6.90,107.20,84.70,No
S33458,5.80,82.80,73.10,No
S33459,10.60,49.90,62.50,Yes
S33460,14.40,,96.10,Yes
S33461,15.40,102.10,39.70,nan
S33462,14.20,62.40,56.80,No
S33463,5.50,61.80,67.30,No
S33464,10.30,97.80,50.10,Yes
S33465,17.80,46.30,43.50,Yes
S33466,2.10,79.00,80.30,No
S33467,16.70,62.60,89.00,No
S33468,5.00,66.30,55.80,Yes
S33469,11.50,109.10,99.20,Yes
S33470,12.10,65.40,29.00,No
S33471,10.90,77.40,66.70,Yes
S33472,21.10,95.60,,No
S33473,8.50,49.40,64.60,No
S33474,1.80,91.70,66.10,No
S33475,11.80,66.00,63.50,No
S33476,9.10,49.40,45.90,Yes
S33477,12.80,65.20,66.90,nan
S33478,14.40,76.20,65.10,No
S33479,9.80,79.80,68.30,Yes
S33480,12.20,60.00,43.10,No
S33481,10.70,,85.50,Yes
S33482,19.00,47.10,54.50,No
S33483,8.10,60.80,70.40,No
S33484,6.60,47.80,72.70,No
S33485,14.40,73.40,73.00,Yes
S33486,5.40,58.20,48.60,No
S33487,12.00,116.50,35.40,No
S33488,9.20,82.70,90.50,Yes
S33489,9.50,42.50,82.20,No
S33490,22.20,60.10,90.30,No
S33491,16.20,89.00,65.40,No
S33492,15.10,79.90,77.70,Yes
S33493,12.70,43.60,50.60,No
S33494,6.50,,70.20,No
S33495,11.30,87.90,65.20,nan
S33496,12.90,82.40,69.30,No
S33497,11.00,86.50,,No
S33498,,69.40,,nan
S33499,8.00,57.90,50.90,Yes
S33500,,49.50,58.80,Yes
S33501,7.40,94.00,65.60,Yes
S33502,13.50,113.90,76.70,No
S33503,-0.10,80.50,73.10,Yes
S33504,16.80,93.70,84.40,Yes
S33505,3.40,59.00,,Yes
S33506,4.70,74.60,75.60,Yes
S33507,12.00,73.70,68.70,Yes
S33508,12.70,82.70,47.80,Yes
S33509,,76.60,41.80,No
S33510,11.50,130.50,43.20,Yes
S33511,9.80,91.00,49.50,Yes
S33512,11.00,101.00,74.40,Yes
S33513,18.00,80.40,44.00,Yes
S33514,22.10,32.50,85.60,Yes
S33515,,84.00,65.30,No
S33516,12.70,96.90,47.60,No
S33517,9.60,102.90,88.50,nan
S33518,9.50,73.70,84.50,Yes
S33519,19.40,46.30,79.20,No
S33520,5.40,69.20,66.50,No
S33521,-1.70,46.00,74.20,Yes
S33522,11.60,100.70,38.50,No
S33523,16.00,84.10,55.10,Yes
S33524,11.10,64.80,56.00,Yes
S33525,12.50,89.80,38.40,No
S33526,13.80,104.40,62.80,Yes
S33527,10.60,90.70,69.20,Yes
S33528,12.80,115.00,51.60,Yes
S33529,12.70,57.30,61.70,nan
S33530,0.20,94.50,57.20,No
S33531,10.60,45.80,,No
S33532,2.10,112.90,73.40,No
S33533,9.80,89.60,79.30,Yes
S33534,7.50,67.50,77.20,Yes
S33535,15.20,51.90,64.90,Yes
S33536,11.20,64.20,50.50,No
S33537,12.40,69.80,,No
S33538,9.00,79.30,77.20,No
S33539,15.30,74.70,70.30,Yes
S33540,2.00,,47.80,Yes
S33541,5.50,98.10,66.90,Yes
S33542,16.40,41.00,64.50,Yes
S33543,7.80,86.50,59.80,No
S33544,-0.70,,,No
S33545,,74.90,52.40,Yes
S33546,15.40,87.60,79.30,Yes
S33547,13.60,61.60,68.70,No
S33548,10.50,,80.60,Yes
S33549,18.30,69.20,44.40,No
S33550,16.30,64.50,66.00,Yes
S33551,17.70,,91.40,Yes
S33552,13.50,89.40,55.20,nan
S33553,10.60,77.20,80.80,Yes
S33554,8.00,75.60,67.20,Yes
S33555,3.70,79.60,81.20,No
S33556,12.50,68.40,57.60,Yes
S33557,12.90,93.10,85.00,Yes
S33558,,86.30,73.40,Yes
S33559,13.10,75.10,50.70,No
S33560,8.30,52.30,77.70,nan
S33561,14.30,101.20,82.10,nan
S33562,5.60,88.30,84.30,Yes
S33563,4.70,86.30,45.70,No
S33564,8.80,109.00,68.10,No
S33565,14.10,88.90,98.60,No
S33566,4.20,74.00,70.20,Yes
S33567,15.20,64.80,35.50,Yes
S33568,1.80,64.00,74.10,Yes
S33569,8.80,80.50,79.30,No
S33570,2.90,94.30,85.80,No
S33571,-3.00,94.60,55.90,No
S33572,11.80,47.40,45.10,Yes
S33573,9.10,150.00,82.70,Yes
S33574,3.00,69.10,63.60,Yes
S33575,7.40,,61.70,Yes
S33576,12.20,82.30,51.80,No
S33577,8.20,90.80,69.20,No
S33578,9.00,50.30,55.40,No
S33579,8.00,79.30,40.60,Yes
S33580,7.10,42.60,54.20,No
S33581,7.00,90.80,54.60,No
S33582,6.90,52.80,39.90,No
S33583,6.20,78.80,61.60,Yes
S33584,4.90,67.70,48.40,Yes
S33585,8.10,63.60,,No
S33586,6.80,35.00,71.80,Yes
S33587,4.60,47.00,74.00,No
S33588,13.80,73.50,41.80,Yes
S33589,16.20,56.40,79.20,No
S33590,10.00,68.60,90.50,No
S33591,10.30,59.30,72.50,No
S33592,6.50,69.40,89.20,Yes
S33593,15.30,51.00,71.30,No
S33594,18.70,65.50,64.30,No
S33595,9.20,69.60,57.50,No
S33596,7.40,75.60,75.60,Yes
S33597,,38.50,45.30,No
S33598,10.60,76.00,74.40,No
S33599,7.50,52.80,89.40,Yes
S33600,12.40,47.70,72.50,No
S33601,14.70,99.60,36.80,Yes
S33602,6.10,89.60,60.10,Yes
S33603,22.70,86.00,78.30,Yes
S33604,,70.60,59.10,No
S33605,5.70,63.40,75.20,No
S33606,11.20,104.70,43.60,nan
S33607,21.20,77.70,35.10,nan
S33608,7.20,57.00,65.30,No
S33609,4.70,55.10,32.40,No
S33610,12.70,81.20,83.20,Yes
S33611,8.80,68.00,53.60,No
S33612,13.30,95.70,70.20,No
S33613,9.60,76.40,84.00,No
S33614,5.70,51.00,65.60,Yes
S33615,21.70,112.20,52.40,No
S33616,-4.80,54.60,54.70,Yes
S33617,19.10,50.60,,Yes
S33618,14.70,73.30,51.80,Yes
S33619,6.30,84.30,62.60,No
S33620,19.40,57.00,65.90,Yes
S33621,3.10,,59.00,nan
S33622,15.00,65.10,34.40,Yes
S33623,-0.40,123.90,69.10,Yes
S33624,4.30,81.70,73.30,No
S33625,4.30,53.30,51.00,Yes
S33626,6.20,60.90,69.80,No
S33627,10.10,84.90,57.50,Yes
S33628,5.90,58.80,38.80,Yes
S33629,-0.20,73.50,56.50,Yes
S33630,12.30,114.40,38.20,No
S33631,10.20,87.80,67.80,No
S33632,12.00,86.90,76.00,No
S33633,10.90,114.70,107.40,No
S33634,,59.80,85.70,Yes
S33635,9.60,74.70,83.20,Yes
S33636,15.10,68.90,38.60,No
S33637,6.10,62.50,69.50,Yes
S33638,6.40,69.90,72.00,No
S33639,16.90,65.90,57.30,No
S33640,16.80,61.80,42.80,No
S33641,12.90,69.10,,No
S33642,5.60,61.90,37.40,No
S33643,5.20,,59.90,No
S33644,16.60,55.90,73.10,Yes
S33645,16.40,95.30,69.80,No
S33646,9.70,89.50,69.20,No
S33647,21.70,83.90,61.90,Yes
S33648,12.30,65.80,53.90,Yes
S33649,4.50,75.90,57.30,No
S33650,8.60,72.50,24.90,No
S33651,10.00,75.50,48.20,No
S33652,10.40,48.20,76.80,No
S33653,16.30,77.10,63.90,No
S33654,5.20,81.50,83.10,No
S33655,3.30,,59.30,No
S33656,13.00,54.90,95.30,Yes
S33657,7.50,51.30,,nan
S33658,22.10,94.70,84.50,No
S33659,14.70,44.80,78.30,No
S33660,7.40,104.10,72.50,No
S33661,16.10,98.70,85.30,Yes
S33662,13.70,86.60,84.40,No
S33663,13.20,44.70,61.90,Yes
S33664,9.40,71.80,62.70,No
S33665,12.10,74.00,71.90,No
S33666,-0.50,80.80,89.50,Yes
S33667,16.60,86.10,73.50,Yes
S33668,-7.20,,88.70,Yes
S33669,7.80,96.20,70.60,Yes
S33670,2.00,85.40,55.00,Yes
S33671,7.50,85.20,44.00,Yes
S33672,9.60,70.50,74.50,No
S33673,4.00,82.80,56.90,No
S33674,-3.90,32.10,76.10,nan
S33675,11.00,83.00,200.00,No
S33676,20.40,108.20,58.30,Yes
S33677,8.20,90.60,51.00,No
S33678,14.80,88.30,57.80,Yes
S33679,17.50,90.50,48.70,Yes
S33680,0.50,99.20,50.80,No
S33681,7.70,71.00,26.70,Yes
S33682,3.60,94.70,31.20,No
S33683,6.00,84.10,67.00,No
S33684,18.50,76.30,95.30,Yes
S33685,11.10,102.00,68.50,No
S33686,13.90,61.20,67.90,Yes
S33687,9.80,62.00,82.60,No
S33688,3.90,27.90,67.60,No
S33689,,56.40,67.20,No
S33690,16.30,66.20,44.40,Yes
S33691,11.60,74.00,64.70,nan
S33692,,84.00,56.10,Yes
S33693,3.80,92.60,63.00,No
S33694,,48.40,57.20,Yes
S33695,16.70,77.20,57.30,No
S33696,12.00,55.30,61.90,Yes
S33697,1.00,48.40,67.40,No
S33698,18.20,81.50,50.60,No
S33699,5.30,77.00,60.80,Yes
S33700,11.90,84.90,63.40,No
S33701,14.80,86.60,67.20,Yes
S33702,15.40,65.40,82.50,No
S33703,1.00,96.90,80.70,No
S33704,10.60,56.60,81.30,Yes
S33705,10.30,53.90,76.20,No
S33706,17.20,83.00,107.10,No
S33707,12.30,79.30,67.40,Yes
S33708,17.20,58.80,49.90,No
S33709,12.70,58.30,92.30,No
S33710,9.60,82.60,67.40,Yes
S33711,11.00,80.00,90.50,No
S33712,17.60,54.20,,Yes
S33713,3.50,62.10,,Yes
S33714,14.50,56.80,101.40,No
S33715,6.90,32.60,43.60,No
S33716,5.80,102.30,52.10,No
S33717,15.10,79.80,76.60,nan
S33718,5.60,98.20,79.70,No
S33719,11.90,68.90,67.00,nan
S33720,7.60,55.60,67.90,Yes
S33721,-1.80,57.50,53.50,No
S33722,12.40,57.50,83.60,Yes
S33723,10.60,64.60,83.70,Yes
S33724,0.40,44.00,75.30,No
S33725,6.50,67.30,44.60,No
S33726,1.00,63.50,68.60,Yes
S33727,13.70,92.50,63.30,No
S33728,16.90,85.70,64.00,Yes
S33729,14.20,67.30,41.40,Yes
S33730,14.90,84.50,56.70,No
S33731,7.40,53.10,67.60,Yes
S33732,,49.70,67.40,Yes
S33733,10.00,73.10,64.10,No
S33734,10.90,77.00,56.90,Yes
S33735,14.80,,,Yes
S33736,15.90,,51.00,Yes
S33737,8.10,,71.70,No
S33738,3.00,95.70,73.10,Yes
S33739,9.10,63.90,53.00,No
S33740,8.90,81.70,78.40,nan
S33741,11.40,54.10,53.90,Yes
S33742,14.20,60.40,68.20,No
S33743,0.40,81.60,77.50,No
S33744,6.60,57.20,64.50,No
S33745,5.20,59.20,57.10,No
S33746,16.30,83.60,65.20,No
S33747,9.00,59.70,75.90,No
S33748,7.40,94.20,70.80,No
S33749,12.70,70.70,58.30,No
S33750,7.00,71.50,59.00,Yes
S33751,9.90,80.00,64.60,No
S33752,19.10,72.30,78.20,Yes
S33753,18.90,80.60,70.40,No
S33754,,56.60,62.20,Yes
S33755,9.10,20.60,59.90,Yes
S33756,6.90,46.70,45.00,No
S33757,0.40,65.90,98.80,No
S33758,15.20,84.80,60.40,Yes
S33759,22.10,118.20,55.20,No
S33760,7.80,63.10,84.80,No
S33761,5.90,61.90,58.30,Yes
S33762,8.60,81.70,69.60,Yes
S33763,10.40,79.40,63.20,No
S33764,4.30,80.10,60.90,No
S33765,7.70,,72.70,Yes
S33766,15.10,35.40,70.90,No
S33767,10.60,78.90,50.30,No
S33768,16.40,74.00,61.50,No
S33769,11.80,43.20,75.10,Yes
S33770,4.60,86.60,72.30,Yes
S33771,7.10,89.60,62.30,No
S33772,11.20,86.20,50.90,Yes
S33773,4.40,,84.30,No
S33774,3.70,79.40,75.80,Yes
S33775,4.00,57.00,104.00,No
S33776,12.60,47.30,66.10,No
S33777,8.20,73.00,74.20,No
S33778,15.90,45.00,69.60,Yes
S33779,5.50,72.30,43.10,Yes
S33780,-2.30,74.00,69.30,No
S33781,9.30,58.70,37.40,Yes
S33782,18.20,113.80,53.10,No
S33783,10.20,63.00,,No
S33784,3.10,79.20,64.70,No
S33785,1.90,71.20,22.20,No
S33786,16.00,93.80,68.10,No
S33787,6.00,68.30,47.80,No
S33788,17.70,49.70,75.20,Yes
S33789,13.30,83.30,63.70,Yes
S33790,6.20,44.90,83.10,No
S33791,15.80,58.00,41.20,Yes
S33792,5.40,64.80,37.50,Yes
S33793,2.80,65.50,81.70,Yes
S33794,5.70,68.10,84.40,Yes
S33795,13.80,66.50,103.10,Yes
S33796,15.70,77.50,69.80,No
S33797,8.00,61.40,69.10,No
S33798,0.70,83.70,69.80,No
S33799,,58.20,76.40,No
S33800,4.70,49.60,65.60,Yes
S33801,3.50,52.40,36.50,Yes
S33802,11.30,66.80,59.10,No
S33803,19.70,94.40,58.20,Yes
S33804,14.00,74.40,56.60,Yes
S33805,,65.80,76.70,No
S33806,6.50,74.20,,No
S33807,7.50,50.80,,No
S33808,11.90,40.90,48.50,No
S33809,17.90,55.20,60.40,Yes
S33810,7.70,54.00,48.40,Yes
S33811,17.70,123.00,63.90,No
S33812,20.50,113.40,40.60,Yes
S33813,8.30,113.20,58.70,No
S33814,8.10,50.70,76.30,Yes
S33815,8.20,110.10,,No
S33816,10.30,60.70,72.10,No
S33817,,107.90,72.60,No
S33818,14.40,83.80,50.10,Yes
S33819,2.30,55.20,64.00,No
S33820,7.30,150.00,81.60,Yes
S33821,11.60,107.30,68.80,No
S33822,14.40,53.80,70.40,No
S33823,21.00,,61.00,No
S33824,3.60,36.30,51.60,No
S33825,,67.10,62.90,Yes
S33826,-1.30,67.20,68.90,No
S33827,4.50,66.80,64.60,Yes
S33828,1.20,107.20,62.30,No
S33829,7.40,48.30,63.30,No
S33830,8.90,70.50,74.80,No
S33831,12.30,90.10,62.20,No
S33832,8.50,48.70,51.20,No
S33833,12.30,57.30,57.20,No
S33834,10.60,97.30,80.10,Yes
S33835,4.80,,67.80,nan
S33836,1.60,66.30,48.50,Yes
S33837,12.90,92.20,70.40,Yes
S33838,18.20,106.10,53.20,Yes
S33839,22.70,66.90,65.90,No
S33840,,90.80,80.40,No
S33841,17.30,66.50,53.80,Yes
S33842,12.30,47.90,48.90,No
S33843,11.50,75.10,71.60,Yes
S33844,10.60,70.10,63.30,No
S33845,9.50,56.50,67.10,No
S33846,13.00,68.20,81.90,No
S33847,7.40,70.50,55.40,No
S33848,9.30,80.60,69.40,No
S33849,4.10,95.80,68.10,No
S33850,12.40,95.80,45.30,No
S33851,5.20,73.30,75.00,No
S33852,10.20,64.10,71.90,Yes
S33853,12.50,101.80,62.30,No
S33854,12.90,73.00,79.50,Yes
S33855,13.90,63.10,37.20,No
S33856,8.90,,57.60,No
S33857,12.40,38.50,74.90,No
S33858,7.60,65.60,55.50,Yes
S33859,0.10,64.30,50.70,Yes
S33860,,59.20,70.50,Yes
S33861,11.50,,51.00,Yes
S33862,15.10,96.60,74.20,No
S33863,9.90,108.90,,No
S33864,2.00,65.10,62.00,Yes
S33865,9.50,69.30,62.40,Yes
S33866,14.40,61.40,56.10,Yes
S33867,12.40,85.80,64.30,No
S33868,9.30,37.60,58.90,No
S33869,1.70,67.20,84.00,No
S33870,4.90,80.80,85.00,Yes
S33871,12.40,,63.10,Yes
S33872,1.70,66.40,78.10,No
S33873,8.40,94.80,72.20,Yes
S33874,10.20,73.90,51.60,Yes
S33875,15.70,98.90,47.80,No
S33876,,107.70,59.00,No
S33877,14.80,85.60,52.00,No
S33878,11.50,69.20,69.30,Yes
S33879,5.80,106.60,72.30,nan
S33880,6.90,,,No
S33881,5.30,44.00,77.80,Yes
S33882,13.00,90.40,89.50,Yes
S33883,6.50,124.50,57.60,No
S33884,8.00,88.70,71.00,Yes
S33885,10.10,78.70,72.50,No
S33886,18.20,,65.20,No
S33887,13.30,86.10,89.10,No
S33888,6.10,98.20,75.70,Yes
S33889,10.80,90.00,75.90,Yes
S33890,18.30,76.30,58.90,No
S33891,13.10,95.70,78.90,No
S33892,2.00,81.10,60.80,No
S33893,,85.20,75.20,No
S33894,5.00,,40.90,Yes
S33895,17.20,56.30,75.00,nan
S33896,16.30,74.60,75.00,No
S33897,6.90,77.30,69.30,Yes
S33898,6.80,51.00,30.60,Yes
S33899,10.20,53.20,78.70,Yes
S33900,10.40,62.50,82.60,Yes
S33901,5.20,95.80,47.10,Yes
S33902,8.80,71.10,79.40,Yes
S33903,2.70,77.60,48.50,No
S33904,16.40,81.20,55.90,Yes
S33905,1.20,87.60,61.90,Yes
S33906,1.10,85.00,79.70,No
S33907,12.20,76.30,73.70,Yes
S33908,3.80,72.20,64.40,Yes
S33909,7.50,96.90,61.60,No
S33910,10.30,65.10,71.40,No
S33911,13.40,102.20,66.80,No
S33912,8.90,63.60,79.80,No
S33913,18.90,69.30,52.00,No
S33914,10.00,89.20,93.40,No
S33915,16.00,122.30,78.50,No
S33916,11.40,36.30,36.50,Yes
S33917,20.70,92.30,67.50,Yes
S33918,15.30,84.50,46.90,Yes
S33919,10.20,65.90,63.50,Yes
S33920,13.10,82.20,29.80,No
S33921,8.70,51.00,44.40,No
S33922,8.60,59.10,64.00,Yes
S33923,3.50,83.60,57.40,Yes
S33924,6.00,54.80,80.60,No
S33925,20.30,78.00,58.90,nan
S33926,4.00,61.70,71.80,No
S33927,6.70,65.90,83.70,No
S33928,9.50,96.50,44.40,No
S33929,9.70,51.70,48.30,Yes
S33930,11.90,74.30,55.20,Yes
S33931,7.70,84.60,63.90,No
S33932,12.20,80.20,75.30,Yes
S33933,15.70,63.20,43.50,No
S33934,16.30,82.30,46.40,Yes
S33935,8.70,54.40,65.80,Yes
S33936,13.10,65.30,43.00,No
S33937,4.30,106.80,54.60,Yes
S33938,6.40,87.80,53.30,No
S33939,4.10,75.10,59.30,Yes
S33940,9.80,84.00,88.30,Yes
S33941,5.70,58.90,54.60,Yes
S33942,2.40,,50.30,nan
S33943,8.10,66.00,55.90,No
S33944,1.40,63.40,54.30,No
S33945,16.60,72.50,74.40,No
S33946,7.20,63.00,71.60,Yes
S33947,14.90,77.80,54.80,Yes
S33948,7.50,83.30,62.80,No
S33949,4.00,,54.80,No
S33950,15.90,18.00,67.40,No
S33951,10.40,57.60,81.30,Yes
S33952,19.40,53.40,80.70,Yes
S33953,7.70,82.40,71.50,Yes
S33954,7.80,60.40,56.30,No
S33955,15.00,65.00,54.30,Yes
S33956,15.10,91.80,43.70,Yes
S33957,,59.40,63.40,No
S33958,26.70,79.10,54.80,Yes
S33959,8.60,62.60,79.80,Yes
S33960,-1.00,65.60,44.00,No
S33961,5.00,51.70,76.10,Yes
S33962,8.60,64.60,43.40,nan
S33963,17.60,85.20,49.60,Yes
S33964,9.10,55.70,53.40,Yes
S33965,17.80,60.70,52.10,nan
S33966,12.20,,81.30,No
S33967,15.40,80.10,64.00,No
S33968,11.90,81.80,82.40,Yes
S33969,11.90,62.50,65.90,Yes
S33970,13.80,95.80,53.10,Yes
S33971,7.20,99.10,44.00,No
S33972,7.20,62.90,,Yes
S33973,11.70,96.40,55.60,Yes
S33974,19.70,101.80,72.40,No
S33975,2.30,33.60,79.90,No
S33976,-0.10,92.20,85.90,No
S33977,8.70,59.70,72.00,No
S33978,15.20,101.50,50.60,Yes
S33979,10.30,59.00,75.20,No
S33980,4.20,87.10,75.30,Yes
S33981,10.40,39.80,52.60,Yes
S33982,1.30,97.30,68.20,No
S33983,13.10,76.50,57.00,No
S33984,8.50,100.80,,No
S33985,9.60,60.70,79.40,No
S33986,12.10,79.30,,Yes
S33987,11.00,,80.10,Yes
S33988,7.30,74.50,62.60,No
S33989,15.20,83.60,55.80,Yes
S33990,14.00,89.00,,nan
S33991,1.10,44.00,90.70,No
S33992,8.80,64.60,81.30,No
S33993,4.60,97.80,52.30,Yes
S33994,3.70,34.00,30.90,No
S33995,,97.40,80.70,Yes
S33996,7.90,63.20,70.00,Yes
S33997,9.30,116.10,77.40,No
S33998,6.70,83.70,35.00,No
S33999,11.90,59.00,45.90,No
S34000,13.40,94.60,66.70,No
S34001,20.90,103.70,55.00,Yes
S34002,9.10,87.10,57.50,Yes
S34003,2.80,66.10,35.00,Yes
S34004,7.50,103.80,58.50,No
S34005,14.20,56.40,68.10,No
S34006,6.10,96.40,75.10,Yes
S34007,2.60,26.80,71.00,Yes
S34008,6.20,77.40,58.50,Yes
S34009,7.30,63.80,76.90,Yes
S34010,4.60,47.60,58.80,Yes
S34011,11.10,101.10,93.50,Yes
S34012,9.60,,70.30,No
S34013,13.90,102.70,64.10,No
S34014,7.80,44.30,65.40,Yes
S34015,12.80,96.10,,Yes
S34016,7.50,59.40,76.50,No
S34017,4.40,,53.40,nan
S34018,7.30,65.90,80.90,No
S34019,1.90,86.30,68.10,No
S34020,,57.00,52.80,No
S34021,10.70,80.20,71.20,Yes
S34022,6.00,88.80,55.10,No
S34023,8.10,104.90,53.70,Yes
S34024,-2.30,76.30,67.80,Yes
S34025,17.20,98.30,69.60,No
S34026,16.70,92.00,58.30,No
S34027,10.50,73.20,57.90,No
S34028,11.60,97.90,59.20,Yes
S34029,3.70,92.90,73.70,Yes
